Class Name;Number of Bugs;Number of Revisions;Number of Commiters;Commiters weighted with experience;Commiters weighted with involvement;Number of Modified Lines;Number of Modified Lines weighted with experience;Number of Modified Lines weighted with involvement;;WMC;DIT;NOC;CBO;RFC;LCOM;CA;CE;NPM;LCOM3;LOC;DAM;MOA;MFA;CAM;IC;CBM;AMC
org/apache/poi/util/ArrayUtil;0;1;1;0.02515723270440251;0.9766397124887691;0;0.0;0.0;;2;1;0;0;9;1;0;0;2;2.0;126;0.0;0;0.0;0.5;0;0;62.0
org/apache/poi/hssf/record/aggregates/ValueRecordsAggregate;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;14;2;0;8;34;41;1;7;12;0.7115384615384616;225;0.0;0;0.48;0.2857142857142857;1;5;14.785714285714286
org/apache/poi/util/LongField;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;1;0;5;20;9;2;3;11;0.25;91;1.0;0;0.0;0.45454545454545453;0;0;7.090909090909091
org/apache/poi/hssf/usermodel/HSSFPatriarch;0;3;1;0.02515723270440251;0.9766397124887691;38;0.9559748427672954;37.112309074573226;;12;1;0;10;24;6;2;9;11;0.7878787878787878;156;0.0;1;0.0;0.375;0;0;11.5
org/apache/poi/poifs/property/DocumentProperty;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;7;2;0;6;14;9;5;2;5;0.5;48;1.0;1;0.8571428571428571;0.34285714285714286;0;0;5.714285714285714
org/apache/poi/hssf/model/TextboxShape;0;2;1;0.02515723270440251;0.9766397124887691;17;0.4276729559748427;16.602875112309075;;8;2;0;19;59;20;1;19;4;0.8214285714285714;267;1.0;4;0.4166666666666667;0.6666666666666666;1;1;31.875
org/apache/poi/hssf/record/GridsetRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;22;46;2;3;10;0.8181818181818182;125;0.0;0;0.5714285714285714;0.4;1;6;9.25
org/apache/poi/hpsf/wellknown/PropertyIDMap;0;1;1;0.02515723270440251;0.9766397124887691;70;1.7610062893081757;68.36477987421384;;6;3;0;1;14;15;1;0;6;1.1783783783783783;285;0.05405405405405406;2;0.9193548387096774;0.3;1;2;40.333333333333336
org/apache/poi/hssf/record/SCLRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;14;2;0;7;26;57;3;4;12;0.7692307692307693;193;0.6666666666666666;0;0.5217391304347826;0.48214285714285715;1;6;12.571428571428571
org/apache/poi/hssf/record/DataFormatRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;20;2;0;6;37;88;1;5;18;0.7631578947368421;346;0.8333333333333334;1;0.41379310344827586;0.36;1;6;16.0
org/apache/poi/ddf/EscherBitmapBlip;0;1;1;0.02515723270440251;0.9766397124887691;0;0.0;0.0;;11;3;0;6;34;0;0;6;11;0.9166666666666666;241;0.5;0;0.7058823529411765;0.30303030303030304;2;7;20.363636363636363
org/apache/poi/hssf/record/FontIndexRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;24;46;1;4;10;0.8181818181818182;139;0.5;0;0.5714285714285714;0.5;1;6;10.416666666666666
org/apache/poi/hssf/record/formula/SubtractPtg;0;2;2;0.02605570530098833;1.9559748427672956;76;1.814914645103324;74.23539982030547;;9;3;0;4;13;36;2;2;9;1.125;59;0.0;0;0.6818181818181818;0.3333333333333333;1;4;5.333333333333333
org/apache/poi/hssf/record/formula/ParenthesisPtg;0;2;2;0.02605570530098833;1.9559748427672956;73;1.7151841868822997;71.30817610062893;;10;3;0;4;14;45;2;2;10;1.1111111111111112;51;0.5;0;0.6521739130434783;0.32;1;4;3.9
org/apache/poi/hssf/record/DefaultDataLabelTextPropertiesRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;24;46;1;4;10;0.9818181818181819;142;0.2;0;0.5714285714285714;0.5;1;6;10.416666666666666
org/apache/poi/poifs/storage/BigBlock;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;4;1;4;5;6;6;4;1;1;2.0;15;0.0;0;0.0;0.6666666666666666;0;0;2.75
org/apache/poi/ddf/EscherSpRecord;0;2;1;0.02515723270440251;0.9766397124887691;15;0.37735849056603765;14.649595687331537;;12;2;0;12;34;32;7;5;11;1.0340909090909092;320;0.125;0;0.6333333333333333;0.35;1;5;24.333333333333332
org/apache/poi/poifs/eventfilesystem/POIFSReaderListener;0;1;1;0.02515723270440251;0.9766397124887691;68;1.7106918238993707;66.4115004492363;;1;1;0;4;1;0;3;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0
org/apache/poi/hpsf/PropertySetFactory;0;1;1;0.02515723270440251;0.9766397124887691;70;1.7610062893081757;68.36477987421384;;2;1;0;6;8;1;0;6;2;2.0;28;0.0;0;0.0;0.5;0;0;13.0
org/apache/poi/hssf/record/CountryRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;13;2;0;4;23;66;1;3;11;0.8055555555555555;138;0.6666666666666666;0;0.5454545454545454;0.5;1;6;9.384615384615385
org/apache/poi/hssf/record/aggregates/RowRecordsAggregate;0;3;1;0.02515723270440251;0.9766397124887691;542;13.63522012578616;529.3387241689129;;22;2;0;3;47;175;1;2;20;0.6309523809523809;475;0.0;0;0.36363636363636365;0.30303030303030304;1;5;20.40909090909091
org/apache/poi/hssf/record/PageBreakRecord;1;2;2;0.02515723270440251;1.9721473495058401;68;1.7106918238993707;66.4115004492363;;17;2;2;7;44;106;4;4;15;0.7604166666666667;479;0.5;0;0.48;0.4852941176470588;1;6;26.823529411764707
org/apache/poi/hssf/record/formula/BoolPtg;0;2;2;0.02605570530098833;1.9559748427672956;75;1.7897574123989215;73.25876010781673;;10;2;0;3;12;3;2;2;9;0.9166666666666666;87;0.5;0;0.6111111111111112;0.2833333333333333;1;4;7.3
org/apache/poi/hssf/dev/EFHSSF;1;2;2;0.07547169811320753;1.9721473495058401;72;1.9119496855345908;70.39353099730458;;6;1;0;17;45;5;1;17;6;0.55;243;0.0;2;0.0;0.375;0;0;38.833333333333336
org/apache/poi/hssf/record/formula/Ref3DPtg;1;4;2;0.02605570530098833;1.9559748427672956;74;1.691823899371069;72.29020664869722;;22;2;0;9;50;89;3;7;22;0.7210884353741497;412;0.8571428571428571;2;0.36666666666666664;0.23376623376623376;1;5;17.40909090909091
org/apache/poi/hssf/record/formula/AttrPtg;0;2;2;0.02605570530098833;1.9559748427672956;83;1.8454627133872414;81.08805031446542;;25;3;0;6;40;106;2;4;25;0.7537878787878788;484;0.9090909090909091;7;0.39473684210526316;0.18;1;4;17.92
org/apache/poi/ddf/EscherBSERecord;0;3;1;0.02515723270440251;0.9766397124887691;78;1.9622641509433958;76.17789757412399;;31;2;0;5;56;281;0;5;31;0.9409090909090909;567;0.5454545454545454;0;0.3877551020408163;0.2304147465437788;1;5;16.580645161290324
org/apache/poi/hssf/record/TextRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;62;2;0;6;85;611;1;5;60;0.9539722572509458;1388;0.5;14;0.16901408450704225;0.2661290322580645;1;6;20.548387096774192
org/apache/poi/poifs/dev/POIFSViewer;0;1;1;0.02515723270440251;0.9766397124887691;68;1.7106918238993707;66.4115004492363;;3;1;0;2;21;3;0;2;2;2.0;111;0.0;0;0.0;0.3333333333333333;0;0;36.0
org/apache/poi/hssf/usermodel/HSSFTextbox;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;11;3;0;9;14;41;5;4;11;0.9166666666666666;66;0.0;1;0.6428571428571429;0.32727272727272727;0;0;4.454545454545454
org/apache/poi/ddf/EscherProperties;0;2;1;0.02515723270440251;0.9766397124887691;15;0.37735849056603765;14.649595687331537;;7;1;0;6;16;9;5;1;3;1.1642424242424243;1460;0.0036363636363636364;0;0.0;0.19047619047619047;0;0;168.28571428571428
org/apache/poi/hssf/record/BoundSheetRecord;0;2;2;0.02605570530098833;1.9559748427672956;80;1.7214734950584005;78.16352201257862;;20;2;0;6;40;142;2;4;18;0.7982456140350878;340;0.8333333333333334;0;0.41379310344827586;0.3;1;6;15.7
org/apache/poi/hssf/usermodel/HSSFWorkbook;2;10;3;0.07637017070979335;2.9514824797843664;631;15.935309973045822;616.5561545372866;;54;1;0;43;184;89;13;30;45;0.8782161234991424;1630;0.7272727272727273;4;0.0;0.14016172506738545;0;0;28.98148148148148
org/apache/poi/hssf/record/DefaultColWidthRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;22;54;2;3;10;0.8181818181818182;115;0.5;0;0.5714285714285714;0.5;1;6;8.416666666666666
org/apache/poi/hssf/record/ExtSSTInfoSubRecord;1;4;2;0.13027852650494154;1.9721473495058401;73;1.9964061096136563;71.33243486073675;;13;2;0;3;24;64;1;2;11;0.8833333333333333;143;0.6;0;0.5454545454545454;0.5;1;6;9.615384615384615
org/apache/poi/ddf/UnknownEscherRecord;0;2;1;0.02515723270440251;0.9766397124887691;66;1.6603773584905657;64.45822102425876;;12;2;0;6;48;28;1;5;11;0.6363636363636364;350;1.0;0;0.6551724137931034;0.24675324675324675;1;6;27.916666666666668
org/apache/poi/hssf/record/SSTRecordSizeCalculator;0;2;1;0.02515723270440251;0.9766397124887691;72;1.8113207547169807;70.31805929919138;;8;1;0;3;20;0;2;2;3;0.369047619047619;441;1.0;1;0.0;0.4166666666666667;0;0;52.625
org/apache/poi/ddf/NullEscherSerializationListener;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;3;1;0;3;4;3;2;2;3;2.0;8;0.0;0;0.0;0.75;0;0;1.6666666666666667
org/apache/poi/hssf/record/DrawingRecordForBiffViewer;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;5;3;0;2;8;10;1;1;4;1.25;26;0.0;0;0.9259259259259259;0.5;1;2;4.0
org/apache/poi/hssf/record/formula/Ptg;1;4;2;0.02605570530098833;1.9559748427672956;90;1.8274932614555255;87.94609164420486;;12;1;16;46;57;60;25;35;12;1.0;415;0.25;0;0.0;0.2833333333333333;0;0;33.25
org/apache/poi/hssf/util/HSSFColor;0;1;1;0.02515723270440251;0.9766397124887691;68;1.7106918238993707;66.4115004492363;;6;1;48;52;56;15;52;46;6;1.2;923;1.0;0;0.0;0.6666666666666666;0;0;152.5
org/apache/poi/ddf/EscherRecord;0;2;1;0.02515723270440251;0.9766397124887691;15;0.37735849056603765;14.649595687331537;;20;1;14;30;36;164;29;4;18;0.8421052631578947;140;1.0;0;0.0;0.2375;0;0;5.9
org/apache/poi/ddf/EscherClientAnchorRecord;0;3;1;0.02515723270440251;0.9766397124887691;17;0.4276729559748427;16.602875112309075;;27;2;0;8;48;195;3;5;27;0.875;484;0.8333333333333334;0;0.4222222222222222;0.2654320987654321;1;5;16.48148148148148
org/apache/poi/hpsf/UnexpectedPropertySetTypeException;0;1;1;0.02515723270440251;0.9766397124887691;70;1.7610062893081757;68.36477987421384;;4;4;0;4;8;6;3;1;4;2.0;20;0.0;0;1.0;0.6666666666666666;0;0;4.0
org/apache/poi/poifs/storage/BlockWritable;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;1;1;0;9;1;0;9;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0
org/apache/poi/hssf/record/EOFRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;10;2;0;5;18;45;2;3;8;1.1111111111111112;77;0.0;0;0.631578947368421;0.525;1;6;6.6
org/apache/poi/hssf/record/EndSubRecord;0;2;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;10;3;0;8;18;45;6;3;8;1.1111111111111112;84;0.0;0;0.65;0.525;1;6;7.3
org/apache/poi/util/LittleEndianConsts;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;0;1;0;1;0;0;1;0;0;2.0;5;0.0;0;0.0;0.0;0;0;0.0
org/apache/poi/hssf/usermodel/HSSFClientAnchor;0;3;1;0.02515723270440251;0.9766397124887691;45;1.132075471698113;43.94878706199461;;16;2;0;6;31;54;3;3;14;0.7;388;0.0;0;0.4166666666666667;0.3625;1;1;23.0
org/apache/poi/ddf/EscherClientDataRecord;0;3;1;0.02515723270440251;0.9766397124887691;17;0.4276729559748427;16.602875112309075;;9;2;0;10;28;6;5;5;9;0.875;180;0.3333333333333333;0;0.7037037037037037;0.35555555555555557;1;5;18.666666666666668
org/apache/poi/hssf/record/formula/MultiplyPtg;0;2;2;0.02605570530098833;1.9559748427672956;81;1.7951482479784364;79.13477088948788;;11;3;0;4;16;55;2;3;11;1.1;93;0.3333333333333333;0;0.625;0.2727272727272727;1;4;7.181818181818182
org/apache/poi/hssf/record/SeriesTextRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;18;2;0;6;33;81;1;5;16;0.7647058823529411;306;0.8;0;0.4444444444444444;0.3055555555555556;1;6;15.722222222222221
org/apache/poi/hssf/record/DSFRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;2;0;4;21;49;1;3;9;0.85;104;0.5;0;0.6;0.5227272727272727;1;6;8.272727272727273
org/apache/poi/hssf/usermodel/HSSFAnchor;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;12;1;2;16;13;42;16;0;12;0.8181818181818182;62;0.0;0;0.0;0.7083333333333334;0;0;3.8333333333333335
org/apache/poi/hssf/record/FormatRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;17;2;0;6;32;72;2;4;15;0.7916666666666667;278;0.8333333333333334;0;0.46153846153846156;0.2689075630252101;1;6;15.0
org/apache/poi/hssf/record/VCenterRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;6;22;46;3;3;10;0.8181818181818182;125;0.5;0;0.5714285714285714;0.4;1;6;9.25
org/apache/poi/hssf/record/formula/MissingArgPtg;0;2;2;0.02605570530098833;1.9559748427672956;72;1.6657681940700806;70.33423180592992;;7;2;0;2;8;21;1;2;7;1.1666666666666667;32;0.5;0;0.6875;0.42857142857142855;1;4;3.2857142857142856
org/apache/poi/hssf/record/SSTSerializer;1;4;2;0.13027852650494154;1.9721473495058401;138;6.190476190476188;135.4177897574124;;12;1;0;7;35;16;2;6;8;0.7272727272727273;359;0.5555555555555556;2;0.0;0.3194444444444444;0;0;28.166666666666668
org/apache/poi/hssf/model/ConvertAnchor;0;3;1;0.02515723270440251;0.9766397124887691;34;0.8553459119496853;33.20575022461815;;2;1;0;7;36;1;1;6;2;2.0;137;0.0;0;0.0;0.5;0;0;67.5
org/apache/poi/poifs/property/PropertyTable;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;1;0;11;34;0;2;9;10;0.5666666666666667;209;1.0;1;0.0;0.2727272727272727;0;0;17.727272727272727
org/apache/poi/poifs/storage/ListManagedBlock;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;1;1;0;13;1;0;13;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0
org/apache/poi/ddf/EscherContainerRecord;0;2;1;0.02515723270440251;0.9766397124887691;15;0.37735849056603765;14.649595687331537;;11;2;0;14;47;25;8;6;11;0.9571428571428571;363;0.14285714285714285;0;0.6551724137931034;0.2222222222222222;1;6;31.363636363636363
org/apache/poi/util/CommonsLogger;0;1;1;0.02515723270440251;0.9766397124887691;69;1.7358490566037732;67.38814016172508;;5;2;0;3;20;0;0;3;4;0.5;138;1.0;0;0.8928571428571429;0.5;1;3;26.2
org/apache/poi/hssf/record/CellValueRecordInterface;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;10;1;0;13;10;45;13;0;10;2.0;10;0.0;0;0.0;0.4;0;0;0.0
org/apache/poi/hssf/record/CustomField;0;1;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;4;1;0;1;4;6;1;0;4;2.0;4;0.0;0;0.0;0.5;0;0;0.0
org/apache/poi/poifs/filesystem/DocumentOutputStream;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;8;2;0;3;15;4;3;0;5;0.42857142857142855;90;1.0;0;0.4166666666666667;0.425;1;1;9.875
org/apache/poi/hssf/record/SeriesChartGroupIndexRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;4;24;46;0;4;10;0.8181818181818182;139;0.5;0;0.5714285714285714;0.5;1;6;10.416666666666666
org/apache/poi/util/BlockingInputStream;0;1;1;0.02515723270440251;0.9766397124887691;68;1.7106918238993707;66.4115004492363;;10;2;0;0;19;0;0;0;10;0.0;86;1.0;0;0.5;0.32;1;2;7.5
org/apache/poi/ddf/EscherArrayProperty;0;2;1;0.02515723270440251;0.9766397124887691;15;0.37735849056603765;14.649595687331537;;14;3;0;6;34;19;2;4;13;1.0769230769230769;372;1.0;0;0.5555555555555556;0.38571428571428573;1;4;25.5
org/apache/poi/hssf/eventusermodel/HSSFListener;0;1;1;0.02515723270440251;0.9766397124887691;66;1.6603773584905657;64.45822102425876;;1;1;0;7;1;0;6;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0
org/apache/poi/hssf/record/BOFRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;22;2;0;7;35;169;4;3;20;0.9467787114845938;314;0.35294117647058826;0;0.3870967741935484;0.4431818181818182;1;6;12.5
org/apache/poi/hssf/record/SharedFormulaRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;2;0;6;23;25;3;3;9;0.8;178;0.5;0;0.5714285714285714;0.4318181818181818;1;6;14.818181818181818
org/apache/poi/hssf/record/SelectionRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;20;2;0;5;31;138;2;3;18;0.8270676691729324;304;0.8571428571428571;0;0.41379310344827586;0.36;1;6;13.85
org/apache/poi/hssf/record/formula/NameXPtg;1;3;2;0.02605570530098833;1.9559748427672956;79;1.8176100628930816;77.17340521114106;;8;2;0;3;12;22;1;3;7;0.8857142857142858;102;0.8;0;0.6875;0.35;1;5;11.125
org/apache/poi/poifs/property/Property;1;2;2;0.02605570530098833;1.9559748427672956;102;1.716981132075472;99.71159029649596;;32;1;3;19;65;290;13;6;18;0.9626485568760611;723;1.0;16;0.0;0.17578125;0;0;20.40625
org/apache/poi/hssf/usermodel/FontDetails;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;9;1;0;2;32;20;2;0;8;0.625;286;1.0;0;0.0;0.30158730158730157;0;0;30.444444444444443
org/apache/poi/hssf/record/PaneRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;20;2;0;6;32;114;2;4;18;0.8947368421052632;359;0.5;0;0.41379310344827586;0.45;1;6;16.45
org/apache/poi/poifs/storage/BlockAllocationTableReader;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;7;1;0;12;29;1;7;6;1;0.0;254;1.0;1;0.0;0.5142857142857142;0;0;35.142857142857146
org/apache/poi/hssf/dev/EFBiffViewer;1;2;2;0.07547169811320753;1.9721473495058401;71;1.8867924528301883;69.41689128481582;;4;1;0;6;16;4;1;6;4;0.3333333333333333;82;0.0;0;0.0;0.4166666666666667;0;0;19.25
org/apache/poi/poifs/eventfilesystem/POIFSReaderEvent;0;1;1;0.02515723270440251;0.9766397124887691;68;1.7106918238993707;66.4115004492363;;4;1;0;5;5;0;3;2;3;0.6666666666666666;28;1.0;2;0.0;0.4375;0;0;5.25
org/apache/poi/poifs/storage/SmallBlockTableWriter;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;6;1;0;7;22;3;1;6;6;0.75;111;1.0;2;0.0;0.3333333333333333;0;0;16.833333333333332
org/apache/poi/hssf/record/formula/NamePtg;2;4;2;0.02605570530098833;1.9559748427672956;126;1.859838274932615;123.2021563342318;;8;2;0;5;20;4;2;4;7;0.7999999999999999;148;0.6;0;0.6875;0.375;1;4;16.875
org/apache/poi/ddf/EscherComplexProperty;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;9;2;1;6;32;0;2;4;9;0.125;171;0.0;0;0.5333333333333333;0.35185185185185186;1;1;17.88888888888889
org/apache/poi/hssf/record/NameRecord;2;4;2;0.02605570530098833;1.9559748427672956;146;1.829290206648698;142.79424977538184;;62;2;0;14;108;1491;5;10;56;0.9579655317360236;1284;0.48717948717948717;0;0.17142857142857143;0.20362903225806453;1;6;19.080645161290324
org/apache/poi/ddf/EscherTextboxRecord;0;2;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;9;2;0;7;43;4;1;6;8;0.875;301;0.5;0;0.7307692307692307;0.35;1;5;32.0
org/apache/poi/hssf/record/formula/MemFuncPtg;0;2;2;0.02605570530098833;1.9559748427672956;71;1.6891284815813115;69.35220125786165;;10;3;0;5;13;3;2;3;10;0.7222222222222222;73;0.5;0;0.5789473684210527;0.4;1;4;6.1
org/apache/poi/poifs/filesystem/POIFSWriterListener;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;1;1;0;7;1;0;6;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0
org/apache/poi/hssf/usermodel/HSSFPalette;1;3;2;0.02605570530098833;1.9559748427672956;126;3.1212938005390827;123.06199460916443;;6;1;0;5;11;0;2;3;5;0.0;170;1.0;1;0.0;0.5416666666666666;0;0;27.166666666666668
org/apache/poi/hssf/record/CodepageRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;2;0;4;21;49;1;3;9;0.9333333333333333;105;0.3333333333333333;0;0.6;0.5227272727272727;1;6;8.272727272727273
org/apache/poi/hssf/record/ColumnInfoRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;27;2;0;7;42;209;3;4;24;0.8461538461538461;371;0.9;3;0.34285714285714286;0.34615384615384615;1;6;12.37037037037037
org/apache/poi/hssf/record/DrawingGroupRecord;0;3;1;0.02515723270440251;0.9766397124887691;121;3.0440251572327037;118.17340521114106;;5;3;0;2;8;10;1;1;4;1.25;26;0.0;0;0.9259259259259259;0.5;1;2;4.0
org/apache/poi/hssf/record/ContinueRecord;1;2;2;0.02605570530098833;1.9559748427672956;77;1.6945193171608264;75.2282120395328;;14;2;0;7;28;61;4;3;11;0.8076923076923077;241;0.5;0;0.5217391304347826;0.5;1;5;16.071428571428573
org/apache/poi/hssf/usermodel/HSSFRichTextString;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;14;1;0;5;41;21;4;1;14;0.5641025641025641;239;0.0;0;0.0;0.2976190476190476;0;0;15.857142857142858
org/apache/poi/hssf/usermodel/HSSFChildAnchor;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;5;2;0;5;7;6;4;1;5;2.0;46;0.0;0;0.7692307692307693;0.7;1;1;8.2
org/apache/poi/ddf/EscherRGBProperty;0;3;1;0.02515723270440251;0.9766397124887691;18;0.4528301886792452;17.579514824797844;;5;3;0;3;6;0;2;1;5;2.0;37;0.0;0;0.7777777777777778;0.4666666666666667;0;0;6.4
org/apache/poi/hssf/record/formula/UnknownPtg;0;2;2;0.02605570530098833;1.9559748427672956;75;1.7897574123989215;73.25876010781673;;7;2;0;2;8;21;0;2;7;1.0;26;1.0;0;0.6875;0.42857142857142855;1;4;2.5714285714285716
org/apache/poi/util/IntList;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;25;1;0;4;29;0;4;0;24;0.3888888888888889;629;1.0;0;0.0;0.36;1;1;24.04
org/apache/poi/util/IntegerField;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;1;0;7;17;9;4;3;11;0.25;85;1.0;0;0.0;0.5227272727272727;0;0;6.545454545454546
org/apache/poi/hssf/record/WindowOneRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;38;2;0;5;52;479;1;4;35;0.8986486486486487;534;0.9375;6;0.2608695652173913;0.33513513513513515;1;6;12.631578947368421
org/apache/poi/poifs/storage/HeaderBlockReader;1;2;2;0.02605570530098833;1.9559748427672956;70;1.6882300089847257;68.37286612758312;;7;1;0;7;20;9;2;5;7;0.8333333333333334;170;1.0;5;0.0;0.5714285714285714;0;0;22.428571428571427
org/apache/poi/hssf/model/Model;0;1;1;0.02515723270440251;0.9766397124887691;17;0.4276729559748427;16.602875112309075;;0;1;0;4;0;0;4;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0
org/apache/poi/hpsf/ClassID;1;2;2;0.02605570530098833;1.9559748427672956;172;1.876909254267746;168.25426774483378;;8;1;0;8;19;0;7;1;8;0.6428571428571429;332;0.5;0;0.0;0.46875;0;0;40.25
org/apache/poi/hssf/usermodel/EscherGraphics2d;0;3;1;0.02515723270440251;0.9766397124887691;31;0.7798742138364778;30.275831087151843;;80;3;0;3;153;3060;0;3;72;0.8390596745027126;838;1.0;2;0.5297619047619048;0.07962962962962963;2;20;9.3875
org/apache/poi/hssf/eventmodel/ModelFactory;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;5;1;0;8;23;2;0;8;4;0.6666666666666666;115;0.0;1;0.0;0.36;0;0;21.4
org/apache/poi/hssf/util/RKUtil;0;1;1;0.02515723270440251;0.9766397124887691;66;1.6603773584905657;64.45822102425876;;2;1;0;2;4;1;2;0;1;2.0;39;0.0;0;0.0;0.5;0;0;18.5
org/apache/poi/hssf/record/MMSRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;13;2;0;4;22;66;1;3;11;0.8055555555555555;138;0.6666666666666666;0;0.5454545454545454;0.4;1;6;9.384615384615385
org/apache/poi/hssf/record/RowRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;37;2;0;10;54;348;6;4;35;0.8432539682539683;659;0.9285714285714286;5;0.2608695652173913;0.27927927927927926;1;6;16.43243243243243
org/apache/poi/hssf/model/PictureShape;0;2;1;0.02515723270440251;0.9766397124887691;0;0.0;0.0;;5;2;0;15;41;6;0;15;2;0.75;177;1.0;2;0.5555555555555556;0.55;1;1;34.0
org/apache/poi/hssf/record/formula/AbstractFunctionPtg;1;3;2;0.02605570530098833;1.9559748427672956;83;1.6999101527403413;81.10422282120396;;16;3;2;6;31;102;3;3;11;0.9333333333333333;9585;0.75;1;0.5172413793103449;0.19047619047619047;1;4;597.5625
org/apache/poi/hssf/record/AxisLineFormatRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;24;46;1;4;10;1.0;143;0.16666666666666666;0;0.5714285714285714;0.5;1;6;10.416666666666666
org/apache/poi/poifs/filesystem/DirectoryNode;1;2;2;0.02605570530098833;1.9559748427672956;89;1.7295597484276728;86.97753818508536;;20;2;0;14;65;94;3;14;15;0.6491228070175438;326;1.0;2;0.32142857142857145;0.15454545454545454;1;1;15.15
