Class Name;Number of Bugs;Number of Revisions;Number of Commiters;Commiters weighted with experience;Commiters weighted with involvement;Number of Modified Lines;Number of Modified Lines weighted with experience;Number of Modified Lines weighted with involvement;;WMC;DIT;NOC;CBO;RFC;LCOM;CA;CE;NPM;LCOM3;LOC;DAM;MOA;MFA;CAM;IC;CBM;AMC
org/apache/poi/hssf/record/AreaRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;18;2;0;6;35;1;1;5;16;0.6705882352941177;274;0.8;3;0.4444444444444444;0.36666666666666664;1;6;13.944444444444445
org/apache/poi/poifs/storage/SmallBlockTableReader;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;2;1;0;9;8;1;2;7;2;2.0;22;0.0;0;0.0;0.5;0;0;10.0
org/apache/poi/poifs/storage/SmallDocumentBlock;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;1;0;8;25;24;6;2;8;0.8636363636363636;319;1.0;0;0.0;0.21428571428571427;0;0;25.25
org/apache/poi/hssf/record/ChartFormatRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;19;2;0;5;35;109;1;4;17;0.8174603174603176;263;0.8571428571428571;1;0.42857142857142855;0.3684210526315789;1;6;12.473684210526315
org/apache/poi/poifs/eventfilesystem/POIFSReader;0;1;1;0.02515723270440251;0.9766397124887691;68;1.7106918238993707;66.4115004492363;;7;1;0;17;51;3;0;17;6;0.08333333333333333;279;1.0;1;0.0;0.30357142857142855;0;0;38.57142857142857
org/apache/poi/hssf/record/UnitsRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;24;46;1;4;10;0.8181818181818182;139;0.5;0;0.5714285714285714;0.5;1;6;10.416666666666666
org/apache/poi/hssf/record/formula/UnionPtg;0;2;2;0.02605570530098833;1.9559748427672956;70;1.663971248876909;68.37556154537288;;9;3;0;4;13;36;2;2;9;1.125;58;0.0;0;0.6818181818181818;0.3333333333333333;1;4;5.333333333333333
org/apache/poi/poifs/filesystem/DocumentInputStream;0;1;1;0.02515723270440251;0.9766397124887691;66;1.6603773584905657;64.45822102425876;;13;2;0;13;23;0;10;3;11;0.6428571428571429;271;1.0;1;0.45;0.2564102564102564;1;2;19.307692307692307
org/apache/poi/hssf/record/CalcCountRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;22;54;2;3;10;0.8181818181818182;115;0.5;0;0.5714285714285714;0.5;1;6;8.416666666666666
org/apache/poi/hssf/usermodel/HSSFShapeGroup;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;12;2;0;10;23;6;3;7;12;0.6727272727272727;154;0.0;0;0.5925925925925926;0.31666666666666665;1;1;11.416666666666666
org/apache/poi/hssf/usermodel/EscherGraphics;1;4;1;0.02515723270440251;0.9766397124887691;64;1.6100628930817606;62.504941599281224;;47;2;0;15;101;665;1;14;41;0.8369565217391305;997;1.0;3;0.5319148936170213;0.18561872909698995;2;18;20.04255319148936
org/apache/poi/util/ByteField;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;1;0;4;15;21;1;3;11;0.5333333333333333;90;1.0;0;0.0;0.45454545454545453;0;0;6.909090909090909
org/apache/poi/hssf/record/formula/FuncPtg;1;2;2;0.02605570530098833;1.9559748427672956;20;0.43036837376460013;19.540880503144656;;7;4;0;4;17;0;2;2;6;0.8888888888888888;120;0.3333333333333333;0;0.8529411764705882;0.5238095238095238;2;9;15.714285714285714
org/apache/poi/ddf/EscherOptRecord;0;2;1;0.02515723270440251;0.9766397124887691;17;0.4276729559748427;16.602875112309075;;12;2;0;14;49;0;7;8;11;0.7575757575757577;267;0.3333333333333333;0;0.6333333333333333;0.2777777777777778;1;5;21.0
org/apache/poi/hssf/record/SeriesRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;22;2;0;5;34;141;1;4;20;0.9573934837092731;421;0.3157894736842105;0;0.3870967741935484;0.4431818181818182;1;6;17.272727272727273
org/apache/poi/hssf/record/RightMarginRecord;0;1;1;0.02515723270440251;0.9766397124887691;102;2.566037735849056;99.61725067385446;;12;2;0;6;23;46;2;4;10;0.8181818181818182;120;0.5;0;0.5714285714285714;0.4;1;6;8.833333333333334
org/apache/poi/util/POILogger;0;2;1;0.02515723270440251;0.9766397124887691;71;1.7861635220125782;69.34141958670261;;26;1;3;11;42;325;10;1;22;1.04;684;0.0;0;0.0;0.5448717948717948;0;0;25.115384615384617
org/apache/poi/hssf/model/PolygonShape;0;2;1;0.02515723270440251;0.9766397124887691;17;0.4276729559748427;16.602875112309075;;5;2;0;17;48;6;1;17;2;0.9166666666666667;419;0.6666666666666666;2;0.5555555555555556;0.55;1;1;82.2
org/apache/poi/poifs/storage/HeaderBlockConstants;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;0;1;0;2;0;0;2;0;0;2.0;10;0.0;0;0.0;0.0;0;0;0.0
org/apache/poi/poifs/storage/HeaderBlockWriter;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;8;2;0;8;19;0;2;6;6;0.8214285714285714;294;1.0;6;0.3;0.5833333333333334;1;2;34.75
org/apache/poi/hssf/usermodel/DummyGraphics2d;0;2;1;0.02515723270440251;0.9766397124887691;17;0.4276729559748427;16.602875112309075;;85;3;0;0;181;0;0;0;85;0.5;2691;0.5;0;0.5144508670520231;0.07545638945233266;2;20;30.63529411764706
org/apache/poi/hssf/record/FormulaRecord;1;3;3;0.02605570530098833;2.9514824797843664;81;1.6945193171608264;79.21024258760109;;37;2;0;12;80;470;6;6;32;0.8634259259259259;865;0.8333333333333334;0;0.2608695652173913;0.2195945945945946;1;6;22.054054054054053
org/apache/poi/poifs/filesystem/Entry;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;6;1;0;6;6;15;6;1;6;2.0;6;0.0;0;0.0;0.5833333333333334;0;0;0.0
org/apache/poi/hssf/usermodel/HSSFErrorConstants;0;1;1;0.02515723270440251;0.9766397124887691;68;1.7106918238993707;66.4115004492363;;0;1;0;0;0;0;0;0;0;2.0;7;0.0;0;0.0;0.0;0;0;0.0
org/apache/poi/hssf/record/HorizontalPageBreakRecord;1;2;2;0.02515723270440251;1.9721473495058401;68;1.7106918238993707;66.4115004492363;;5;3;0;2;9;10;1;1;5;1.25;28;0.0;0;0.9615384615384616;0.55;1;3;4.4
org/apache/poi/hssf/record/DeltaRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;23;54;2;3;10;0.9090909090909091;115;0.3333333333333333;0;0.5714285714285714;0.4;1;6;8.333333333333334
org/apache/poi/hssf/record/PrintSetupRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;49;2;0;8;66;664;4;4;46;0.9020833333333332;726;0.95;8;0.21052631578947367;0.2708333333333333;1;6;13.408163265306122
org/apache/poi/hssf/record/AreaFormatRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;26;2;0;6;46;153;1;5;24;0.8;499;0.8888888888888888;2;0.34285714285714286;0.34615384615384615;1;6;17.846153846153847
org/apache/poi/hssf/record/formula/ControlPtg;0;1;1;0.02515723270440251;0.9766397124887691;17;0.4276729559748427;16.602875112309075;;1;2;1;2;2;0;1;1;1;2.0;4;0.0;0;1.0;1.0;0;0;3.0
org/apache/poi/hssf/record/FrameRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;18;2;0;6;35;37;1;5;16;0.8067226890756303;285;0.5714285714285714;2;0.4444444444444444;0.36666666666666664;1;6;14.444444444444445
org/apache/poi/hssf/record/SSTDeserializer;2;3;2;0.13027852650494154;1.9721473495058401;159;11.276729559748423;157.00269541778977;;23;1;0;5;47;123;1;4;4;0.6590909090909091;668;1.0;1;0.0;0.2670807453416149;0;0;27.608695652173914
org/apache/poi/ddf/EscherChildAnchorRecord;0;2;1;0.02515723270440251;0.9766397124887691;15;0.37735849056603765;14.649595687331537;;15;2;0;6;32;43;1;5;15;0.8333333333333333;229;0.6666666666666666;0;0.5757575757575758;0.3333333333333333;1;5;13.866666666666667
org/apache/poi/hssf/record/MulRKRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;15;2;0;8;34;87;3;5;12;0.8714285714285713;228;0.8;0;0.5;0.5166666666666667;1;5;13.866666666666667
org/apache/poi/hssf/record/RecordProcessor;0;2;1;0.02515723270440251;0.9766397124887691;73;1.8364779874213832;71.29469901168015;;9;1;0;4;17;0;1;3;7;0.5;234;1.0;1;0.0;0.5111111111111111;0;0;24.555555555555557
org/apache/poi/hssf/record/SupBookRecord;0;1;1;0.02515723270440251;0.9766397124887691;68;1.7106918238993707;66.4115004492363;;13;2;0;4;24;56;1;3;11;0.7777777777777778;139;0.6666666666666666;0;0.5454545454545454;0.5;1;6;9.461538461538462
org/apache/poi/hssf/record/LeftMarginRecord;0;1;1;0.02515723270440251;0.9766397124887691;123;3.0943396226415087;120.1266846361186;;12;2;0;6;23;46;2;4;10;0.8181818181818182;120;0.5;0;0.5714285714285714;0.4;1;6;8.833333333333334
org/apache/poi/hssf/record/WindowProtectRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;2;0;4;21;43;1;3;9;0.85;114;0.5;0;0.6;0.41818181818181815;1;6;9.181818181818182
org/apache/poi/hssf/record/VerticalPageBreakRecord;1;2;2;0.02515723270440251;1.9721473495058401;68;1.7106918238993707;66.4115004492363;;5;3;0;2;9;10;1;1;5;1.25;28;0.0;0;0.9615384615384616;0.55;1;3;4.4
org/apache/poi/ddf/EscherSplitMenuColorsRecord;0;2;1;0.02515723270440251;0.9766397124887691;15;0.37735849056603765;14.649595687331537;;15;2;0;6;34;43;0;6;15;0.8333333333333333;255;0.6666666666666666;0;0.5757575757575758;0.3333333333333333;1;5;15.6
org/apache/poi/hssf/record/formula/FuncVarPtg;1;2;2;0.02605570530098833;1.9559748427672956;18;0.4285714285714285;17.5822102425876;;8;4;0;4;19;0;2;2;7;1.1428571428571428;160;0.5;0;0.8529411764705882;0.35;2;9;18.75
org/apache/poi/hssf/record/Record;0;2;1;0.02515723270440251;0.9766397124887691;83;2.0880503144654083;81.06109613656784;;15;1;132;155;23;105;155;0;12;2.0;83;0.0;0;0.0;0.48333333333333334;0;0;4.533333333333333
org/apache/poi/ddf/EscherShapePathProperty;0;2;1;0.02515723270440251;0.9766397124887691;15;0.37735849056603765;14.649595687331537;;1;3;0;4;2;0;3;1;1;2.0;13;0.0;0;1.0;1.0;0;0;7.0
org/apache/poi/hpsf/Variant;1;2;2;0.07816711590296499;1.9739442946990118;178;7.486073674752923;176.07367475292003;;1;1;0;0;2;0;0;0;1;2.0;51;0.0;0;0.0;1.0;0;0;3.0
org/apache/poi/hssf/record/BottomMarginRecord;0;3;2;0.02515723270440251;1.9721473495058401;457;6.767295597484275;449.87151841868825;;12;2;0;6;23;46;2;4;10;0.8181818181818182;120;0.5;0;0.5714285714285714;0.4;1;6;8.833333333333334
org/apache/poi/hssf/record/WSBoolRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;31;2;0;7;44;171;3;4;28;0.8638888888888889;404;0.9166666666666666;9;0.3076923076923077;0.2833333333333333;1;6;11.64516129032258
org/apache/poi/hssf/record/WriteAccessRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;2;0;6;29;43;1;5;9;0.85;152;0.5;0;0.6;0.41818181818181815;1;6;12.636363636363637
org/apache/poi/hpsf/SpecialPropertySet;0;1;1;0.02515723270440251;0.9766397124887691;70;1.7610062893081757;68.36477987421384;;10;2;2;5;20;0;2;3;10;0.0;53;1.0;1;0.6538461538461539;0.55;1;2;4.2
org/apache/poi/hssf/record/SeriesToChartGroupRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;24;46;1;4;10;0.8181818181818182;139;0.5;0;0.5714285714285714;0.5;1;6;10.416666666666666
org/apache/poi/hssf/record/SaveRecalcRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;22;46;2;3;10;0.8181818181818182;124;0.5;0;0.5714285714285714;0.4;1;6;9.166666666666666
org/apache/poi/hssf/record/PlotAreaRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;10;2;0;4;18;45;1;3;8;1.1111111111111112;85;0.0;0;0.631578947368421;0.525;1;6;7.4
org/apache/poi/hssf/dev/BiffViewer;1;4;2;0.02515723270440251;1.9721473495058401;337;8.226415094339622;329.3162623539982;;12;1;0;129;165;62;1;129;5;0.8181818181818182;1353;0.5;0;0.0;0.23958333333333334;0;0;111.58333333333333
org/apache/poi/hssf/record/GroupMarkerSubRecord;0;2;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;10;3;0;4;24;0;1;4;8;0.6666666666666666;169;0.5;0;0.65;0.525;1;6;15.7
org/apache/poi/hssf/record/BookBoolRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;2;0;4;21;43;1;3;9;0.85;104;0.5;0;0.6;0.5227272727272727;1;6;8.272727272727273
org/apache/poi/poifs/storage/BATBlock;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;6;18;54;4;2;8;0.9242424242424242;222;1.0;1;0.23076923076923078;0.3125;1;2;17.0
org/apache/poi/poifs/filesystem/EntryNode;0;1;1;0.02515723270440251;0.9766397124887691;69;1.7358490566037732;67.38814016172508;;10;1;2;6;14;19;3;4;6;0.6111111111111112;71;1.0;2;0.0;0.325;0;0;5.9
org/apache/poi/hssf/util/SheetReferences;0;1;1;0.02515723270440251;0.9766397124887691;66;1.6603773584905657;64.45822102425876;;3;1;0;3;8;0;3;0;3;0.0;32;0.0;0;0.0;0.6666666666666666;0;0;9.333333333333334
org/apache/poi/poifs/filesystem/DocumentDescriptor;0;1;1;0.02515723270440251;0.9766397124887691;66;1.6603773584905657;64.45822102425876;;4;1;0;2;18;0;1;1;4;0.22222222222222218;129;1.0;1;0.0;0.4375;1;1;30.5
org/apache/poi/ddf/DefaultEscherRecordFactory;0;3;1;0.02515723270440251;0.9766397124887691;27;0.6792452830188678;26.369272237196768;;4;1;0;9;26;4;2;7;2;0.8333333333333334;193;1.0;0;0.0;0.4166666666666667;0;0;46.75
org/apache/poi/hssf/record/TextObjectRecord;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;13;3;0;9;66;0;2;7;9;0.375;641;0.0;1;0.8245614035087719;0.36923076923076925;3;5;48.15384615384615
org/apache/poi/hssf/record/ProtectRecord;1;2;2;0.02605570530098833;1.9559748427672956;77;1.6945193171608264;75.2282120395328;;12;2;0;6;22;46;3;3;10;0.8181818181818182;125;0.5;0;0.5714285714285714;0.4;1;6;9.25
org/apache/poi/hssf/record/LinkedDataRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;22;2;0;7;46;105;1;6;20;0.9206349206349206;420;0.4;2;0.3870967741935484;0.2532467532467532;1;6;17.40909090909091
org/apache/poi/poifs/storage/RawDataBlock;1;2;2;0.02605570530098833;1.9559748427672956;70;1.6882300089847257;68.37286612758312;;3;1;0;7;10;0;5;2;3;0.25;76;1.0;0;0.0;0.6666666666666666;0;0;23.666666666666668
org/apache/poi/hssf/record/DateWindow1904Record;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;2;0;4;21;49;1;3;9;0.85;104;0.5;0;0.6;0.5227272727272727;1;6;8.272727272727273
org/apache/poi/util/HexRead;2;3;1;0.02515723270440251;0.9766397124887691;304;7.647798742138363;296.89847259658586;;6;1;0;1;27;15;1;0;5;2.0;262;0.0;0;0.0;0.2916666666666667;0;0;42.666666666666664
org/apache/poi/hpsf/IllegalPropertySetDataException;0;1;1;0.02515723270440251;0.9766397124887691;70;1.7610062893081757;68.36477987421384;;4;5;0;1;8;6;0;1;4;2.0;20;0.0;0;1.0;0.6666666666666666;0;0;4.0
org/apache/poi/hssf/util/Region;0;1;1;0.02515723270440251;0.9766397124887691;68;1.7106918238993707;66.4115004492363;;16;1;0;4;17;78;3;1;16;0.5333333333333333;172;1.0;0;0.0;0.2916666666666667;0;0;9.5
org/apache/poi/hssf/dev/HSSF;0;1;1;0.02515723270440251;0.9766397124887691;72;1.8113207547169807;70.31805929919138;;4;1;0;10;49;0;0;10;4;0.0;481;1.0;2;0.0;0.5625;0;0;118.25
org/apache/poi/hssf/record/DrawingSelectionRecord;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;5;3;0;2;8;10;1;1;4;1.25;26;0.0;0;0.9259259259259259;0.5;1;2;4.0
org/apache/poi/poifs/storage/BlockListImpl;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;6;1;2;5;13;0;2;3;4;0.5;105;1.0;2;0.0;0.4583333333333333;0;0;16.166666666666668
org/apache/poi/hssf/usermodel/HSSFSimpleShape;0;4;2;1.0242587601078168;1.9757412398921832;29;4.625336927223719;28.412398921832885;;3;2;2;12;4;0;10;2;2;1.2;23;0.0;0;0.8888888888888888;0.5;0;0;5.0
org/apache/poi/hssf/record/GutsRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;18;2;0;5;28;111;2;3;16;0.776470588235294;229;0.8;0;0.4444444444444444;0.4583333333333333;1;6;11.444444444444445
org/apache/poi/hssf/record/formula/ConcatPtg;0;2;2;0.02605570530098833;1.9559748427672956;77;1.8400718778077265;75.21203953279425;;9;3;0;4;13;36;2;2;9;1.125;60;0.3333333333333333;0;0.6818181818181818;0.3333333333333333;1;4;5.333333333333333
org/apache/poi/ddf/EscherSerializationListener;0;2;1;0.02515723270440251;0.9766397124887691;15;0.37735849056603765;14.649595687331537;;2;1;0;18;2;1;18;1;2;2.0;2;0.0;0;0.0;1.0;0;0;0.0
org/apache/poi/hssf/record/RecalcIdRecord;0;1;1;0.02515723270440251;0.9766397124887691;68;1.7106918238993707;66.4115004492363;;13;2;0;3;27;46;0;3;11;0.7777777777777778;198;0.3333333333333333;0;0.5454545454545454;0.3333333333333333;1;6;14.0
org/apache/poi/hssf/usermodel/HSSFDataFormat;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;8;1;0;4;28;0;2;2;7;0.5714285714285714;427;1.0;1;0.0;0.25;0;0;51.875
org/apache/poi/hssf/record/formula/AreaPtg;1;3;2;0.02605570530098833;1.9559748427672956;78;1.8409703504043122;76.19137466307278;;29;2;0;7;54;100;2;6;28;0.75;548;0.8888888888888888;3;0.2972972972972973;0.22167487684729065;1;5;17.586206896551722
org/apache/poi/hssf/record/formula/PowerPtg;0;2;2;0.02605570530098833;1.9559748427672956;78;1.8167115902964956;76.19407008086253;;9;3;0;4;13;36;2;2;9;1.125;61;0.0;0;0.6818181818181818;0.3333333333333333;1;4;5.555555555555555
org/apache/poi/poifs/property/Child;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;4;1;0;3;4;6;3;0;4;2.0;4;0.0;0;0.0;0.75;0;0;0.0
org/apache/poi/hssf/record/CommonObjectDataSubRecord;0;2;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;30;3;0;10;50;155;6;5;28;0.9753694581280787;620;0.23809523809523808;4;0.325;0.34;1;6;18.266666666666666
org/apache/poi/hssf/util/CellReference;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;1;0;6;29;34;6;0;9;0.6909090909090909;300;1.0;0;0.0;0.375;0;0;23.583333333333332
org/apache/poi/hssf/model/SimpleFilledShape;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;6;2;0;12;36;11;1;12;2;0.8;173;1.0;2;0.5;0.5416666666666666;1;1;27.5
org/apache/poi/hssf/record/BoolErrRecord;1;2;2;0.02605570530098833;1.9559748427672956;77;1.6945193171608264;75.2282120395328;;30;2;0;6;49;327;2;4;28;0.7758620689655172;500;0.8333333333333334;0;0.3076923076923077;0.21666666666666667;1;6;15.466666666666667
org/apache/poi/hssf/record/IndexRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;18;2;0;6;40;103;2;4;16;0.8487394957983193;321;0.0;1;0.4444444444444444;0.4722222222222222;1;6;16.444444444444443
org/apache/poi/util/POILogFactory;0;1;1;0.02515723270440251;0.9766397124887691;72;1.8113207547169807;70.31805929919138;;4;1;0;7;15;4;5;2;2;0.3333333333333333;55;1.0;0;0.0;0.3333333333333333;0;0;12.5
org/apache/poi/hssf/dev/FormulaViewer;0;2;2;0.02605570530098833;1.9559748427672956;75;1.7169811320754715;73.26684636118598;;9;1;0;11;43;28;0;11;6;0.6875;405;1.0;0;0.0;0.3333333333333333;0;0;43.77777777777778
org/apache/poi/hssf/record/ProtectionRev4Record;1;2;2;0.02605570530098833;1.9559748427672956;81;1.6981132075471697;79.1455525606469;;11;2;0;4;21;43;1;3;9;0.85;114;0.5;0;0.6;0.41818181818181815;1;6;9.181818181818182
org/apache/poi/hssf/usermodel/HSSFPolygon;0;2;1;0.02515723270440251;0.9766397124887691;16;0.40251572327044016;15.626235399820306;;8;2;0;7;9;14;5;2;6;0.7857142857142857;73;0.0;0;0.6956521739130435;0.325;0;0;7.625
org/apache/poi/hssf/record/SeriesIndexRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;24;46;1;4;10;0.8181818181818182;139;0.5;0;0.5714285714285714;0.5;1;6;10.416666666666666
org/apache/poi/hssf/usermodel/HSSFDateUtil;1;3;2;0.02605570530098833;1.9559748427672956;106;2.375561545372866;103.55615453728663;;11;1;0;2;24;53;1;2;6;1.0333333333333334;241;1.0;0;0.0;0.15714285714285714;0;0;20.636363636363637
org/apache/poi/hssf/record/BlankRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;23;2;0;9;36;221;5;4;21;0.7272727272727273;350;0.75;0;0.375;0.30434782608695654;1;6;14.043478260869565
org/apache/poi/hssf/model/LineShape;0;2;1;0.02515723270440251;0.9766397124887691;17;0.4276729559748427;16.602875112309075;;5;2;0;16;41;6;1;16;2;0.75;181;1.0;2;0.5555555555555556;0.55;1;1;34.8
org/apache/poi/hssf/record/aggregates/ColumnInfoRecordsAggregate;0;2;1;0.02515723270440251;0.9766397124887691;0;0.0;0.0;;25;2;0;3;66;22;1;2;22;0.5;958;0.0;0;0.3333333333333333;0.24444444444444444;1;5;37.24
org/apache/poi/hssf/record/LegendRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;36;2;0;6;57;196;1;5;34;0.9093167701863354;742;0.5652173913043478;6;0.26666666666666666;0.2777777777777778;1;6;18.97222222222222
org/apache/poi/hssf/record/formula/GreaterEqualPtg;1;4;2;0.02605570530098833;1.9559748427672956;91;2.095238095238095;88.89577717879605;;9;3;0;4;13;36;2;2;9;1.125;61;0.0;0;0.6818181818181818;0.3333333333333333;1;4;5.555555555555555
org/apache/poi/hssf/record/PasswordRev4Record;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;2;0;4;21;49;1;3;9;0.85;104;0.5;0;0.6;0.5227272727272727;1;6;8.272727272727273
org/apache/poi/ddf/EscherSpgrRecord;0;2;1;0.02515723270440251;0.9766397124887691;15;0.37735849056603765;14.649595687331537;;15;2;0;6;33;43;0;6;15;0.8333333333333333;252;0.6666666666666666;0;0.5757575757575758;0.3333333333333333;1;5;15.4
org/apache/poi/hssf/record/FooterRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;14;2;0;8;26;69;4;4;12;0.7435897435897437;185;0.6666666666666666;0;0.5217391304347826;0.32142857142857145;1;6;12.0
org/apache/poi/hssf/record/IterationRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;12;2;0;5;22;46;2;3;10;0.8181818181818182;125;0.5;0;0.5714285714285714;0.4;1;6;9.25
org/apache/poi/hssf/record/WindowTwoRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;48;2;0;7;64;162;3;4;46;0.8617021276595744;889;0.95;12;0.21052631578947367;0.325;1;6;17.104166666666668
org/apache/poi/hssf/record/MulBlankRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;14;2;0;6;25;77;3;3;11;0.8615384615384615;210;0.8;0;0.5217391304347826;0.5178571428571429;1;5;13.642857142857142
org/apache/poi/ddf/EscherBlipWMFRecord;0;1;1;0.02515723270440251;0.9766397124887691;0;0.0;0.0;;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0;0;0.0
org/apache/poi/hssf/record/AxisRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;20;2;0;5;35;114;1;4;18;0.8771929824561404;358;0.5555555555555556;0;0.41379310344827586;0.45;1;6;16.45
org/apache/poi/hssf/record/ExtendedFormatRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;96;2;0;9;117;3214;5;4;93;0.9811945594322886;1476;0.48314606741573035;34;0.11538461538461539;0.3136842105263158;1;6;13.447916666666666
org/apache/poi/hpsf/PropertySet;0;1;1;0.02515723270440251;0.9766397124887691;70;1.7610062893081757;68.36477987421384;;22;1;1;14;56;197;4;10;16;0.8138528138528138;368;0.5454545454545454;1;0.0;0.36904761904761907;0;0;15.227272727272727
org/apache/poi/hssf/model/Sheet;10;14;4;0.07637017070979335;3.9469901168014374;2562;62.21383647798741;2511.698113207547;;129;1;0;65;373;6636;5;60;95;0.9425675675675675;3526;0.7297297297297297;19;0.0;0.0671875;0;0;26.046511627906977
org/apache/poi/hssf/record/ExternSheetSubRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;15;2;0;3;25;87;1;2;13;0.8035714285714286;141;0.75;0;0.5;0.48333333333333334;1;6;8.133333333333333
org/apache/poi/hssf/record/RefreshAllRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;11;2;0;4;21;43;1;3;9;0.85;114;0.5;0;0.6;0.41818181818181815;1;6;9.181818181818182
org/apache/poi/hssf/record/RecordFactory;1;4;2;0.02515723270440251;1.9721473495058401;123;2.8930817610062887;120.27762803234502;;7;1;0;15;56;9;4;11;5;0.7222222222222223;742;1.0;0;0.0;0.16666666666666666;0;0;104.57142857142857
org/apache/poi/ddf/EscherPropertyFactory;0;3;1;0.02515723270440251;0.9766397124887691;33;0.8301886792452828;32.22911051212938;;2;1;0;10;20;1;1;9;2;2.0;175;0.0;0;0.0;0.625;0;0;86.5
org/apache/poi/hssf/record/DatRecord;0;1;1;0.02515723270440251;0.9766397124887691;67;1.6855345911949682;65.43486073674754;;20;2;0;6;37;0;1;5;18;0.6842105263157895;319;0.8333333333333334;4;0.41379310344827586;0.36;1;6;14.65
